Date,Open_M,High_M,Low_M,Close_M,Adj_Close_M,Volume_M,Open_V,High_V,Low_V,Close_V,Adj_Close_V,Volume_V,Price_Change_M,Price_Change_V,Pct_Change_M,Pct_Change_V,Volatility_M,Volatility_V,MA7_Close_M,MA7_Close_V,MA30_Close_M,MA30_Close_V,Volume_MA7_M,Volume_MA7_V,Volume_Ratio_MV,Day_of_Week,Month,Year
2008-06-16,29.198999,29.9,28.9,29.447001,27.173586,17072000,20.370001,20.875,20.275,20.817499,18.577642,34384000,0.2480019999999996,0.44749800000000306,0.8493510342597691,2.1968481984856214,1.0,0.6000000000000014,28.910285857142856,20.292856571428576,,,29155857.14285714,41387371.428571425,0.4965100046533271,Monday,6,2008
2008-06-17,29.983999,29.983999,29.033001,29.221001,26.965042,15706000,21.025,21.245001,20.92,21.1675,18.889975,33277600,-0.7629979999999996,0.14250000000000185,-2.5446839162447934,0.6777645659928745,0.950998000000002,0.32500099999999676,28.860000285714285,20.32928514285714,,,27202000.0,40177314.28571428,0.471969132389355,Tuesday,6,2008
2008-06-18,29.1,29.481001,28.544001,29.309,27.046242,18943000,20.93,21.174999,20.860001,20.965,18.70927,33724000,0.20899999999999963,0.03500000000000014,0.7182130584192428,0.16722408026755922,0.9369999999999976,0.3149979999999992,28.884143285714284,20.390713714285713,,,22031428.57142857,38532171.428571425,0.5617067963468153,Wednesday,6,2008
2008-06-19,29.259001,29.780001,28.858,29.26,27.001019,24155000,20.870001,21.1,20.405001,21.067499,18.800743,36925200,0.0009990000000001942,0.19749800000000306,0.0034143339343684154,0.9463248228881402,0.9220009999999981,0.6949990000000028,28.977714714285717,20.532142285714286,,,21740714.285714287,38657428.571428575,0.6541603024492758,Thursday,6,2008
2008-06-20,29.0,29.447001,28.301001,28.400999,26.20834,26934000,20.7425,21.125,20.6875,20.8925,18.644567,42546800,-0.5990010000000012,0.14999999999999858,-2.0655206896551768,0.7231529468482515,1.1460000000000008,0.4375,29.046286000000002,20.740356714285713,,,22220285.714285713,36593200.0,0.6330440832212998,Friday,6,2008
2008-06-23,28.552999,28.922001,28.0,28.252001,26.070854,18468000,20.9625,21.0875,20.254999,20.264999,18.084591,30141200,-0.3009979999999999,-0.697500999999999,-1.0541729784671652,-3.327375074537861,0.9220010000000016,0.832500999999997,29.01942885714286,20.793928142857144,,,20387714.285714287,34526857.14285714,0.6127161493238491,Monday,6,2008
2008-06-24,28.122,28.375,27.52,28.037001,25.872448,33647000,20.014999,20.735001,19.627501,20.665001,18.441547,49891200,-0.08499899999999982,0.6500020000000006,-0.30225090676338745,3.247574481517589,0.8550000000000004,1.1075000000000017,28.846714714285717,20.83428542857143,,,22132142.85714286,37270000.0,0.6744075107433776,Tuesday,6,2008
2008-06-25,29.110001,29.516001,28.75,28.979,26.741714,38692000,20.84,21.105,20.465,20.514999,18.307697,50711600,-0.13100100000000126,-0.3250010000000003,-0.4500205960144119,-1.5595057581573912,0.7660009999999993,0.6400000000000006,28.77985742857143,20.79107114285714,,,25220714.285714287,39602514.28571428,0.7629812508380726,Wednesday,6,2008
2008-06-26,28.551001,28.594,26.801001,27.573,25.44426,47652000,20.15,20.184999,19.504999,19.775,17.647303,76562800,-0.978000999999999,-0.375,-3.425452578702929,-1.861042183622829,1.7929990000000018,0.6799999999999997,28.544428714285715,20.59214257142857,,,29784428.57142857,45786114.28571428,0.6223910306310636,Thursday,6,2008
2008-06-27,27.500999,27.797001,26.704,27.172001,25.074221,39815000,19.700001,20.717501,19.637501,20.65,18.428164,176022800,-0.32899799999999857,0.9499989999999983,-1.196312904851197,4.82232970445026,1.093001000000001,1.0799999999999983,28.23914314285714,20.54714257142857,,,32766142.85714286,66114514.28571428,0.2261922887262332,Friday,6,2008
2008-06-30,27.299999,27.65,26.540001,26.552,24.502085,27996000,20.502501,20.709999,20.075001,20.327499,18.14036,49301200,-0.7479990000000001,-0.1750019999999992,-2.7399231772865638,-0.8535641578556648,1.1099989999999984,0.6349979999999995,27.852286,20.441428285714284,,,33314857.14285714,67882514.28571428,0.5678563604942679,Monday,6,2008
2008-07-01,26.25,27.077999,25.85,26.334999,24.30184,42526000,19.91,20.352501,19.799999,20.352501,18.162672,44921600,0.08499899999999982,0.44250100000000003,0.32380571428571364,2.2225062782521348,1.227998999999997,0.5525020000000005,27.557143142857143,20.36428557142857,,,35542285.71428572,68221771.42857143,0.9466715344066107,Tuesday,7,2008
2008-07-02,26.684999,26.938,25.1,25.549,23.576523,40692000,20.475,20.6,19.825001,19.855,17.718697,33804000,-1.1359990000000018,-0.620000000000001,-4.25706967423908,-3.0280830280830324,1.8379999999999974,0.7749990000000011,27.171000142857142,20.305714285714288,,,38717142.85714286,68745028.57142857,1.2037628682996095,Wednesday,7,2008
2008-07-03,25.813,25.98,25.049999,25.374001,23.415031,15778000,19.84,19.952499,19.3125,19.5175,17.417513,28738800,-0.43899899999999903,-0.32250000000000156,-1.7006895750203348,-1.6255040322580725,0.9300010000000007,0.6399989999999995,26.79057157142857,20.141785571428574,,,36164428.571428575,65723257.14285714,0.5490138767102315,Thursday,7,2008
2008-07-07,25.679001,25.910999,24.334,24.610001,22.710016,40381000,19.625,19.985001,18.5,18.905001,16.870913,79944400,-1.068999999999999,-0.7199990000000014,-4.162934531604244,-3.6687847133758034,1.5769990000000007,1.4850010000000005,26.166428857142858,19.911785857142856,,,36405714.28571428,69899371.42857143,0.5051135539199744,Monday,7,2008
2008-07-08,24.796,26.499001,23.742001,26.424999,24.384892,66434000,18.7225,19.875,18.0625,19.764999,17.638378,95796400,1.6289990000000003,1.0424989999999994,6.5696039683819984,5.5681613032447554,2.7570000000000014,1.8125,26.002428714285713,19.910357142857144,,,39088857.14285714,72647028.57142857,0.6934916134635539,Tuesday,7,2008
2008-07-09,26.243999,26.49,24.965,25.125,23.198425,34122000,19.75,19.775,18.85,18.967501,16.926695,55322000,-1.1189989999999987,-0.7824990000000014,-4.263828085041456,-3.962020253164564,1.5249999999999986,0.9249999999999972,25.71,19.67000014285714,,,38275571.428571425,55404057.14285714,0.6167889808756011,Wednesday,7,2008
2008-07-10,25.200001,25.801001,24.503,25.32,23.378475,38299000,18.940001,19.405001,18.4725,19.3125,17.234568,52812000,0.11999899999999997,0.37249900000000125,0.47618648904021854,1.9667316807427904,1.2980009999999993,0.9325009999999985,25.534,19.525000285714288,,,39747428.571428575,55905600.0,0.7251950314322503,Thursday,7,2008
2008-07-11,25.569,26.098,25.325001,25.735001,23.761654,53063000,18.9,19.362499,18.5,18.637501,16.632193,54645200,0.1660010000000014,-0.26249899999999826,0.6492275802729923,-1.3888835978835887,0.7729989999999987,0.8624989999999997,25.448286,19.280000285714287,,,41252714.28571428,57294685.71428572,0.9710459473110172,Friday,7,2008
2008-07-14,26.299999,26.337,25.323,25.75,23.775503,30862000,19.022499,19.045,18.125,18.145,16.192684,42679600,-0.5499989999999997,-0.8774990000000003,-2.0912510300855893,-4.612953324376572,1.0139999999999993,0.9200000000000017,25.477000285714286,19.03571457142857,27.948233466666668,20.279499833333333,39848428.571428575,58562628.571428575,0.7231089326048041,Monday,7,2008
2008-07-15,25.5,25.9,24.27,25.037001,23.117182,47649000,17.815001,17.827499,16.8225,17.105,15.264589,84268800,-0.46299899999999994,-0.7100009999999983,-1.8156823529411763,-3.9854109466510748,1.629999999999999,1.004998999999998,25.42885742857143,18.691071714285716,27.7161335,20.132416499999998,44401428.571428575,66495485.71428572,0.5654405901116427,Tuesday,7,2008
2008-07-16,25.287001,27.120001,25.082001,27.120001,25.040451,69679000,17.0825,18.139999,16.627501,18.057501,16.114594,92448800,1.8329999999999984,0.9750009999999989,7.248783673477129,5.707601346407135,2.0379999999999967,1.5124980000000008,25.787428857142856,18.570000285714286,27.595466866666666,20.004666566666668,48586857.14285714,68281828.57142857,0.7537036716539317,Wednesday,7,2008
2008-07-17,27.495001,29.096001,27.299999,28.6,26.406969,178722000,18.424999,18.764999,17.8375,18.764999,16.745974,67268800,1.104999000000003,0.33999999999999986,4.018908746357212,1.845318960397229,1.7960020000000014,0.927499000000001,26.098143285714286,18.427143142857144,27.55746686666667,19.917833166666664,64628000.0,64206457.14285714,2.6568334800085625,Thursday,7,2008
2008-07-18,28.538,28.816,27.9,28.086,25.932375,44996000,18.559999,18.622499,18.030001,18.35,16.375631,46632000,-0.45200000000000173,-0.20999899999999982,-1.5838531081365257,-1.1314601902726384,0.9160000000000004,0.5924980000000026,26.521143285714288,18.338928714285714,27.473133566666665,19.80249986666667,66181428.571428575,62965028.571428575,0.9649167953336765,Friday,7,2008
2008-07-21,28.414,28.465,26.673,26.790001,24.735758,47389000,18.477501,18.735001,17.8925,17.975,16.040974,52937200,-1.6239990000000013,-0.5025009999999988,-5.715488843527843,-2.7195290099023604,1.7920000000000016,0.8425010000000022,26.731143428571432,18.147857285714284,27.380366933333335,19.7045832,67480000.0,62982914.28571428,0.8951927944810076,Monday,7,2008
2008-07-22,25.9,27.487,25.452999,27.385,25.285133,58522000,17.4,18.557501,16.975,18.512501,16.520645,65408000,1.485000000000003,1.1125010000000017,5.733590733590745,6.393683908045987,2.034001,1.582500999999997,26.96685757142857,18.130000142857142,27.32186696666667,19.637166566666668,68259857.14285715,64520457.14285714,0.8947223581213307,Tuesday,7,2008
2008-07-23,27.473,27.652,26.811001,27.1,25.021988,33621000,18.375,18.75,18.15,18.3125,16.342161,49942800,-0.37299999999999756,-0.0625,-1.3576966476176522,-0.3401360544217687,0.840999,0.6000000000000014,27.159714714285716,18.153928714285716,27.271700300000003,19.578333266666668,68654000.0,65558057.14285714,0.6731901295081574,Wednesday,7,2008
2008-07-24,27.013,27.384001,25.700001,25.848,23.865986,36463000,18.23,18.432501,17.49,17.52,15.634932,36625600,-1.1650000000000027,-0.7100000000000009,-4.312738311183514,-3.894679100383987,1.684000000000001,0.942501,27.275571714285714,18.21321442857143,27.202600299999997,19.514499966666666,67056000.0,58751885.71428572,0.9955604822856144,Thursday,7,2008
2008-07-25,25.907,26.542999,25.5,26.355,24.334112,35026000,17.635,18.0875,17.2675,17.99,16.054359,38690800,0.4480000000000004,0.3549999999999969,1.729262361523914,2.0130422455344306,1.0429989999999982,0.8200000000000003,27.166285857142856,18.20357142857143,27.133100266666666,19.451166666666666,62105571.428571425,51072171.428571425,0.9052798081197597,Friday,7,2008
2008-07-28,26.49,26.947001,25.26,25.370001,23.424643,33925000,18.102501,18.4,17.5625,17.637501,15.739791,35699200,-1.119999,-0.46499999999999986,-4.228006795016988,-2.568705837939188,1.6870009999999986,0.8374999999999986,26.704857428571426,18.042500285714286,27.0039003,19.359666700000002,41420285.71428572,46562228.571428575,0.9503014073144497,Monday,7,2008
2008-07-29,25.503,26.353001,25.503,26.209999,24.200233,33567000,17.7575,18.9925,17.752501,18.9925,16.949001,49040400,0.7069989999999997,1.2349999999999994,2.772218954632787,6.954807827678443,0.8500009999999989,1.239999000000001,26.436857285714286,18.134286,26.896000233333332,19.2988334,39787571.428571425,46906285.71428572,0.6844764724594417,Tuesday,7,2008
2008-07-30,26.799,27.200001,26.115,27.073,24.997059,39491000,19.3125,19.725,18.567499,19.612499,17.502293,76089200,0.2740000000000009,0.2999989999999997,1.02242620993321,1.553392880258898,1.0850010000000019,1.157501,26.477285714285717,18.36821442857143,26.824400200000003,19.247000033333336,38659285.71428572,50213714.28571428,0.5190092680695815,Wednesday,7,2008
2008-07-31,24.669001,25.618,23.747999,24.415001,22.542873,160568000,19.055,19.5375,17.872499,18.264999,16.29977,148888800,-0.25400000000000134,-0.7900010000000002,-1.0296322903387993,-4.14589871424823,1.8700009999999985,1.6650010000000002,26.053000142857144,18.332856999999997,26.661266899999998,19.157,53237285.71428572,62139542.85714286,1.078442434891006,Thursday,7,2008
2008-08-01,24.047001,24.264999,22.549,23.726999,21.907621,111075000,18.325001,18.525,17.5875,17.932501,16.003048,61715600,-0.32000200000000234,-0.39250000000000185,-1.3307355873607787,-2.141882557059625,1.715999,0.9375,25.571142857142856,18.27857142857143,26.47683353333333,19.052500066666667,64302142.85714286,63821371.428571425,1.7997880600690912,Friday,8,2008
2008-08-04,23.299,24.0,22.912001,23.091999,21.321316,41515000,17.940001,18.4,17.875,18.125,16.174843,42686000,-0.20700099999999821,0.18499900000000125,-0.888454440104718,1.0312095300329207,1.087999,0.5249999999999986,25.177428428571428,18.365000000000002,26.299866866666665,18.960250066666667,65023857.14285714,64687142.85714286,0.9725671180246451,Monday,8,2008
2008-08-05,23.281,23.711,23.049999,23.711,21.892851,37083000,18.299999,18.557501,18.08,18.4,16.420246,34354800,0.4299999999999997,0.1000009999999989,1.8469996993256292,0.5464535817734137,0.6610009999999988,0.4775010000000002,24.799714142857145,18.423571428571428,26.14850016666667,18.898083433333333,65317714.28571428,64067714.28571428,1.0794124838450523,Tuesday,8,2008
2008-08-06,23.5,23.584999,22.702,23.200001,21.421034,45159000,18.200001,18.202499,17.7675,17.870001,15.947276,40924000,-0.2999989999999997,-0.33000000000000185,-1.2765914893617007,-1.8131867135611794,0.8829989999999981,0.43499900000000125,24.489714142857142,18.45678571428571,25.987266833333333,18.80491676666667,66922571.428571425,64814114.28571428,1.1034845078682436,Wednesday,8,2008
2008-08-07,22.693001,22.938,22.5,22.5,20.774708,34699000,17.695,17.8125,17.334999,17.375,15.505537,43847200,-0.19300099999999887,-0.3200000000000003,-0.8504868968189746,-1.8084204577564298,0.43799999999999883,0.4775010000000002,23.959714285714284,18.225714285714282,25.771300166666666,18.700250133333334,67084285.71428572,64072228.571428575,0.7913618201390282,Thursday,8,2008
2008-08-08,22.495001,23.51,22.1,23.212999,21.433035,37477000,17.442499,18.2125,17.2775,18.15,16.197151,36354400,0.7179980000000015,0.707500999999997,3.191811371779897,4.056190572233927,1.4100000000000001,0.9349999999999987,23.40828557142857,18.016785857142857,25.6259668,18.646083466666667,66796571.428571425,58395828.571428575,1.0308793433532117,Friday,8,2008
2008-08-11,23.257,24.035,23.201,23.514999,21.71188,33941000,18.110001,19.125,17.987499,18.6975,16.68574,55289200,0.2579989999999981,0.5874990000000011,1.1093391237046828,3.244058352067463,0.8339999999999996,1.1375010000000003,23.27971385714286,18.078571714285715,25.50406673333333,18.58100013333333,48707000.0,45024457.14285714,0.6138811919868619,Monday,8,2008
2008-08-12,23.299999,23.431999,22.878,23.091999,21.321316,23156000,18.549999,18.700001,18.15,18.200001,16.241768,33734400,-0.2079999999999984,-0.34999799999999937,-0.8927039009744095,-1.8867817728723295,0.553999000000001,0.5500010000000017,23.18899957142857,18.116785999999998,25.388733366666663,18.510083533333333,36147142.85714286,41027142.85714286,0.6864209827357237,Tuesday,8,2008
2008-08-13,22.881001,23.715,22.791,23.35,21.559526,23760000,18.1875,18.5425,18.120001,18.4825,16.517689,29924800,0.46899900000000017,0.2950000000000017,2.0497311284589346,1.6219931271477757,0.9239999999999995,0.42249900000000196,23.225856857142862,18.16785742857143,25.2892334,18.447750166666665,33610714.28571428,39204114.28571428,0.7939902689408116,Wednesday,8,2008
2008-08-14,23.202999,23.764999,23.1,23.587999,21.779278,18220000,18.467501,18.9475,18.4,18.945,16.93103,25839200,0.38500000000000156,0.47749900000000167,1.6592682695887786,2.5856178375190106,0.6649989999999981,0.547500000000003,23.208285285714286,18.24571457142857,25.2238667,18.417416833333334,30916000.0,37987600.0,0.7051301897891575,Thursday,8,2008
2008-08-15,23.691,24.0,23.58,23.895,22.062748,21072000,18.997499,19.1325,18.7075,18.9475,16.933268,26003200,0.20400000000000063,-0.04999899999999968,0.8610864885399546,-0.26318727533555697,0.4200000000000017,0.4250000000000007,23.307570857142856,18.399643,25.17456666666667,18.398416833333332,27475000.0,35856057.14285714,0.8103618016244155,Friday,8,2008
2008-08-18,24.055,24.49,23.639999,23.791,21.966721,26162000,18.905001,19.0625,18.535,18.735001,16.743357,25850400,-0.26399999999999935,-0.16999999999999815,-1.0974849303679042,-0.8992329595750784,0.8500009999999989,0.5274999999999999,23.491999428571432,18.59392885714286,25.147266633333334,18.392750166666666,26255428.57142857,33285085.714285713,1.0120539720855384,Monday,8,2008
2008-08-19,23.9,24.291,23.32,23.857,22.027655,23806000,18.612499,18.809999,18.4025,18.434999,16.475248,21104800,-0.04299999999999926,-0.17749999999999844,-0.17991631799162872,-0.9536602258514477,0.9710000000000001,0.4074990000000014,23.583999571428567,18.634643,25.061666666666664,18.34841683333333,24302428.57142857,31106571.42857143,1.1279898411735718,Tuesday,8,2008
2008-08-20,23.957001,24.399,23.856001,24.332001,22.466232,18713000,18.525,18.6775,18.415001,18.6425,16.660688,18118800,0.375,0.11749999999999972,1.5653044385647434,0.6342780026990539,0.5429990000000018,0.26249899999999826,23.700714142857144,18.62678585714286,25.035233366666663,18.33758346666667,22127000.0,25796514.285714287,1.0327946663134424,Wednesday,8,2008
2008-08-21,24.160999,24.273001,23.76,24.125999,22.276037,15150000,18.49,18.66,18.297501,18.594999,16.618238,15544800,-0.03500000000000014,0.10499900000000295,-0.14486155973931436,0.5678691184424174,0.5130009999999992,0.3624989999999997,23.84842842857143,18.683214142857143,24.995433333333335,18.313666766666664,20983285.714285713,23198000.0,0.9746024394009573,Thursday,8,2008
2008-08-22,24.357,24.469,24.025,24.164,22.311113,14534000,18.84,18.9475,18.459999,18.522499,16.55345,20955600,-0.19299999999999784,-0.31750100000000003,-0.7923800139590172,-1.6852494692144375,0.4440000000000026,0.48750100000000174,23.96471414285714,18.688928285714287,24.943066633333334,18.309833366666666,19665285.714285713,21916685.714285713,0.6935616255320773,Friday,8,2008
2008-08-25,24.004,24.284,23.42,23.42,21.624168,12574000,18.379999,18.7225,18.282499,18.33,16.381411,18039600,-0.5839999999999996,-0.049999000000003235,-2.4329278453591052,-0.27202939456092046,0.8639999999999972,0.44000099999999875,23.940714285714286,18.60107114285714,24.865399966666665,18.316000033333335,18858714.285714287,20802457.14285714,0.6970221069203308,Monday,8,2008
2008-08-26,23.51,23.763,23.157,23.674999,21.859615,15516000,18.4175,18.575001,18.217501,18.334999,16.385872,18667200,0.16499899999999812,-0.0825010000000006,0.7018247554232161,-0.4479489615854519,0.6060000000000016,0.3575000000000017,23.909285571428573,18.513571000000002,24.819999900000003,18.356999999999996,18065000.0,19754457.14285714,0.8311905374132168,Tuesday,8,2008
2008-08-27,23.576,23.726,23.232,23.697001,21.87993,17120000,18.2575,18.625,18.2125,18.612499,16.633875,19141600,0.12100099999999969,0.3549989999999994,0.5132380386834055,1.9444009311241923,0.4939999999999998,0.4125000000000014,23.895857142857146,18.496070714285715,24.705899900000002,18.375499933333334,16773285.714285715,18796057.14285714,0.89438709407782,Wednesday,8,2008
2008-08-28,23.75,24.247999,23.657,24.247999,22.388676,19125000,18.6875,18.952499,18.5425,18.9125,16.901985,26741200,0.4979990000000001,0.22500000000000142,2.0968378947368427,1.204013377926429,0.590999,0.4099989999999991,23.95171414285714,18.56428514285714,24.560833199999998,18.380416633333333,16104571.42857143,19601257.14285714,0.7151885480083168,Thursday,8,2008
2008-08-29,24.1,24.34,23.962999,24.254999,22.395145,13108000,18.74,19.0,18.674999,18.975,16.95784,19326400,0.1549990000000001,0.23500000000000298,0.6431493775933614,1.2540021344717343,0.3770009999999999,0.3250010000000003,23.940713857142857,18.611785142857144,24.433133166666668,18.401249966666665,15303857.142857144,19773771.42857143,0.6782432320556337,Friday,8,2008
2008-09-02,24.587999,24.799999,23.663,23.92,22.085823,19330000,19.2075,19.375,18.5975,18.747499,16.754524,29898400,-0.6679989999999982,-0.46000099999999833,-2.7167684527724205,-2.3949030326695215,1.1369989999999994,0.7774999999999999,23.91128542857143,18.63357085714286,24.33746646666667,18.426999933333335,15901000.0,21824285.714285713,0.6465228908570358,Tuesday,9,2008
2008-09-03,23.9,24.002001,22.385,22.962999,21.202204,37675000,18.639999,18.834999,18.0175,18.262501,16.321087,35400800,-0.9370009999999986,-0.3774979999999992,-3.9205062761506224,-2.025203971309222,1.6170009999999984,0.8174990000000015,23.739713857142856,18.59642828571429,24.190066433333335,18.418666599999998,19206857.14285714,23887885.714285713,1.0642414860681115,Wednesday,9,2008
2008-09-04,22.580999,22.704,21.469999,21.603001,19.946497,38979000,18.129999,18.157499,17.4375,17.625,15.751351,37670000,-0.9779979999999995,-0.5049990000000015,-4.3310661321937065,-2.7854331376411077,1.2340009999999992,0.7199990000000014,23.48014257142857,18.495714,24.00683313333333,18.39574993333333,22979000.0,26692228.57142857,1.0347491372444917,Thursday,9,2008
2008-09-05,21.294001,22.169001,20.792999,22.143999,20.446011,54677000,17.4925,17.995001,17.3125,17.940001,16.032869,40616800,0.8499979999999994,0.44750099999999904,3.9917251811906995,2.5582449621266203,1.3760020000000033,0.6825009999999985,23.261428285714288,18.439285714285717,23.883366433333332,18.409749966666666,28573428.57142857,29827885.714285713,1.3461671032676135,Friday,9,2008
2008-09-08,23.035999,23.1,21.139999,21.941,20.258579,43685000,18.377501,18.5725,17.17,17.525,15.661985,56669600,-1.0949990000000014,-0.8525010000000002,-4.753425280145226,-4.638829838725082,1.9600010000000019,1.4024999999999999,23.010571000000002,18.283928714285715,23.7362331,18.394249966666667,32368428.57142857,35189028.571428575,0.7708718607507377,Monday,9,2008
2008-09-09,22.103001,22.23,20.643,20.67,19.085032,42655000,17.5875,17.5875,16.795,16.872499,15.078849,49882000,-1.4330009999999973,-0.7150009999999973,-6.483287043239049,-4.065393034825856,1.5869999999999997,0.7924999999999969,22.499428285714288,17.9925,23.579566399999997,18.3687499,35729857.14285714,38494857.14285714,0.8551180786656509,Tuesday,9,2008
2008-09-10,20.719999,21.65,20.57,21.332001,19.696272,32759000,16.817499,17.475,16.657499,17.26,15.42516,43936800,0.6120020000000004,0.44250100000000003,2.9536777487296226,2.631193853497479,1.0799999999999983,0.817501,22.08185714285714,17.7475,23.41696646666667,18.310999900000002,38537142.85714286,42010628.571428575,0.745593670909124,Wednesday,9,2008
2008-09-11,20.799999,22.58,20.52,22.559999,20.830111,39959000,16.852501,17.84,16.762501,17.737499,15.851892,47132000,1.7600000000000016,0.8849979999999995,8.461538868343222,5.2514341936546955,2.0599999999999987,1.0774989999999995,21.887571285714284,17.603214285714284,23.2665331,18.2484999,41484142.85714286,44472571.428571425,0.8478104048205041,Thursday,9,2008
2008-09-12,22.1,22.580999,21.905001,22.382,20.665754,20259000,17.4825,17.915001,17.3125,17.9125,16.008295,28240400,0.28200000000000003,0.4299999999999997,1.2760180995475112,2.4596024596024577,0.6759979999999999,0.6025010000000002,21.80457142857143,17.553214142857144,23.1987664,18.236749933333332,38996142.85714286,43449657.14285714,0.7173765244118355,Friday,9,2008
2008-09-15,21.306,21.778999,21.007999,21.177,19.553158,38490000,17.165001,17.745001,17.065001,17.344999,15.501119,38734400,-0.12900000000000134,0.1799980000000012,-0.6054632497887982,1.048633786855015,0.7709999999999972,0.6799999999999997,21.74371414285714,17.513214,23.113766433333335,18.217166533333334,38926285.71428572,43601714.28571428,0.9936903630881078,Monday,9,2008
2008-09-16,20.709999,21.808001,20.191999,21.481001,19.833858,36421000,16.655001,17.24,16.25,16.5875,14.824146,83596400,0.7710019999999993,-0.06750100000000003,3.7228490450434073,-0.4052896784575398,1.6160020000000017,0.9899999999999984,21.649000142857144,17.31999957142857,23.0600665,18.165916533333334,36318285.71428572,49741657.14285714,0.4356766559325521,Tuesday,9,2008
2008-09-17,21.002001,21.299999,18.875,19.6,18.09708,75806000,16.452499,16.987499,16.002501,16.022499,14.31921,67536800,-1.4020009999999985,-0.4299999999999997,-6.675559152673112,-2.613584720473162,2.4249989999999997,0.9849980000000009,21.314571571428576,17.10535657142857,22.923033166666666,18.0866665,40907000.0,51294114.28571428,1.122439914239348,Wednesday,9,2008
2008-09-18,19.85,21.413,18.207001,20.853001,19.254005,69888000,16.049999,16.809999,14.595,16.725,14.947028,84189200,1.0030009999999976,0.6750010000000017,5.052901763224169,4.2056139691971435,3.2059989999999985,2.2149990000000006,21.340714571428574,17.084285285714284,22.844799833333333,18.0484998,44797428.571428575,56195142.85714286,0.8301302304808693,Thursday,9,2008
2008-09-19,22.122999,23.9,21.5,22.518,20.79133,81860000,17.752501,17.790001,16.76,17.3925,15.543575,68941600,0.3950010000000006,-0.36000100000000046,1.785476733963603,-2.027888915482954,2.3999999999999986,1.0300009999999986,21.510143000000003,17.10321385714286,22.84539983333333,18.049083133333333,51811857.14285714,59767257.14285714,1.1873817840026921,Friday,9,2008
